MO;MO;Site_Name;LAC;BCCH ;TCH_Available_For_Voice;FPDCH;Net_TRXs_Available;LAT;LONG
C00623;623;INTENDANCE-3;200;64;56;2;8;-4,23592620;15,28699680
45081;45081;INTSELE;117;78;8;1;1;-2,07097200;15,88775000
45082;45082;INTSELE;117;76;16;1;2;-2,07097200;15,88775000
60201;60201;IPENZA;118;74;16;2;2;2,38194400;17,10522900
60202;60202;IPENZA;118;63;16;2;2;2,38194400;17,10522900
60203;60203;IPENZA;118;67;16;2;2;2,38194400;17,10522900
C00111;111;ITATOLO-1;100;75;60;2;8;-4,15988210;15,26325320
C00112;112;ITATOLO-2;100;68;60;2;8;-4,15988210;15,26325320
C00113;113;ITATOLO-3;100;73;60;2;8;-4,15988210;15,26325320
C00521;521;JANE VIALE-1;200;66;76;2;10;-4,24986930;15,27780720
C00522;522;JANE VIALE-2;200;73;77;2;10;-4,24986930;15,27780720
C00523;523;JANE VIALE-3;200;77;76;2;10;-4,24986930;15,27780720
62051;62051;KABO;216;66;16;1;2;2,05133100;16,08571900
62052;62052;KABO;216;70;8;1;1;2,05133100;16,08571900
62053;62053;KABO;216;75;16;1;2;2,05133100;16,08571900
20061;20061;KAKAMOEKA;601;66;8;1;1;-4,13246900;12,06402800
20062;20062;KAKAMOEKA;601;64;8;1;1;-4,13246900;12,06402800
20063;20063;KAKAMOEKA;601;69;16;1;2;-4,13246900;12,06402800
C00631;631;KANGA MBANZI-1;200;67;;2;8;-4,24223100;15,29812000
C00632;632;KANGA MBANZI-2;200;65;;2;8;-4,24223100;15,29812000
C00633;633;KANGA MBANZI-3;200;72;;2;8;-4,24223100;15,29812000
45261;45261;KEBARA;214;67;16;1;2;-2,36176100;14,45413300
45262;45262;KEBARA;214;70;16;1;2;-2,36176100;14,45413300
45263;45263;KEBARA;214;73;16;1;2;-2,36176100;14,45413300
55061;55061;KEBILI;117;;16;1;2;-0,87022200;14,50897200
55062;55062;KEBILI;117;;16;1;2;-0,87022200;14,50897200
55063;55063;KEBILI;117;;16;1;2;-0,87022200;14,50897200
55011;55011;KELLE;191;62;16;1;2;-0,05991900;14,48891100
55012;55012;KELLE;191;65;16;1;2;-0,05991900;14,48891100
40181;40181;KENGUE;107;72;16;2;2;-3,13086000;13,86808300
40182;40182;KENGUE;107;64;16;2;2;-3,13086000;13,86808300
40183;40183;KENGUE;107;66;16;2;2;-3,13086000;13,86808300
35471;35471;KIANI YONO;214;70;24;1;3;-3,23130000;15,59743900
35472;35472;KIANI YONO;214;62;24;1;3;-3,23130000;15,59743900
30201;30201;KIBAMBA;107;65;16;1;2;-3,81669400;14,06697200
30202;30202;KIBAMBA;107;71;16;1;2;-3,81669400;14,06697200
30203;30203;KIBAMBA;107;77;16;1;2;-3,81669400;14,06697200
25101;25101;KIBANGOU;612;76;16;1;2;-3,48600800;12,31893100
25102;25102;KIBANGOU;612;68;8;1;1;-3,48600800;12,31893100
25103;25103;KIBANGOU;612;80;16;1;2;-3,48600800;12,31893100
35361;35361;KIBOSSI;413;70;16;1;2;-4,22447200;14,97547200
35362;35362;KIBOSSI;413;62;16;1;2;-4,22447200;14,97547200
35363;35363;KIBOSSI;413;68;16;1;2;-4,22447200;14,97547200
35351;35351;KIBOUENDE;413;75;16;1;2;-4,14794400;14,90408300
35352;35352;KIBOUENDE;413;63;16;1;2;-4,14794400;14,90408300
35353;35353;KIBOUENDE;413;71;16;1;2;-4,14794400;14,90408300
35271;35271;KIKEMBO;413;76;24;1;3;-4,24197200;14,21391700
35272;35272;KIKEMBO;413;62;8;1;1;-4,24197200;14,21391700
35273;35273;KIKEMBO;413;64;8;1;1;-4,24197200;14,21391700
35381;35381;KIMBA;107;76;32;1;4;-3,39869400;14,18930600
35382;35382;KIMBA;107;62;16;1;2;-3,39869400;14,18930600
35383;35383;KIMBA;107;64;16;1;2;-3,39869400;14,18930600
35251;35251;KIMBEDI;107;62;16;1;2;-4,29880600;13,95486100
35252;35252;KIMBEDI;107;79;16;1;2;-4,29880600;13,95486100
35253;35253;KIMBEDI;107;101;16;1;2;-4,29880600;13,95486100
25111;25111;KIMONGO;109;66;8;1;1;-4,48267700;12,95239100
25112;25112;KIMONGO;109;74;16;1;2;-4,48267700;12,95239100
25113;25113;KIMONGO;109;76;16;1;2;-4,48267700;12,95239100
30211;30211;KIMPALANGA;108;69;16;1;2;-4,17761100;13,41177800
30212;30212;KIMPALANGA;108;71;16;1;2;-4,17761100;13,41177800
30213;30213;KIMPALANGA;108;67;16;1;2;-4,17761100;13,41177800
35241;35241;KIMPILA;413;76;8;1;1;-4,62096600;14,79616000
35242;35242;KIMPILA;413;70;8;1;1;-4,62096600;14,79616000
35243;35243;KIMPILA;413;80;8;1;1;-4,62096600;14,79616000
C01151;1151;KIMPOUOMO-1;300;77;28;2;4;-4,29793360;15,17697330
C01152;1152;KIMPOUOMO-2;300;68;44;2;6;-4,29793360;15,17697330
C01153;1153;KIMPOUOMO-3;300;70;29;2;4;-4,29793360;15,17697330
35151;35151;KINDAMBA;107;63;32;1;4;-3,73208000;14,50580000
35152;35152;KINDAMBA;107;68;32;1;4;-3,73208000;14,50580000
35153;35153;KINDAMBA;107;77;32;1;4;-3,73208000;14,50580000
C00801;801;KINGOUARI-1;300;66;61;2;8;-4,28385160;15,22721000
C00802;802;KINGOUARI-2;300;77;60;2;8;-4,28385160;15,22721000
C00803;803;KINGOUARI-3;300;64;60;2;8;-4,28385160;15,22721000
30101;30101;KINGOUE ;107;66;16;1;2;-3,71086100;14,15475000
30102;30102;KINGOUE ;107;75;16;1;2;-3,71086100;14,15475000
30103;30103;KINGOUE ;107;68;16;1;2;-3,71086100;14,15475000
35291;35291;KINGOYI;413;74;16;1;2;-4,23391700;14,28238900
35292;35292;KINGOYI;413;70;16;1;2;-4,23391700;14,28238900
35293;35293;KINGOYI;413;78;16;1;2;-4,23391700;14,28238900
35010;35010;KINKALA;413;78;32;1;4;-4,34489900;14,79583000
35011;35011;KINKALA;413;74;32;2;4;-4,34489900;14,79583000
35012;35012;KINKALA;413;71;32;2;4;-4,34489900;14,79583000
35791;35791;KINKALA2;413;63;20;1;3;-4,35617800;14,74733100
35792;35792;KINKALA2;413;67;42;1;6;-4,35617800;14,74733100
35793;35793;KINKALA2;413;69;20;1;3;-4,35617800;14,74733100
35491;35491;KINKOUA;107;75;16;1;2;-3,40524200;14,31343900
35492;35492;KINKOUA;107;63;16;1;2;-3,40524200;14,31343900
35493;35493;KINKOUA;107;80;16;1;2;-3,40524200;14,31343900
C00181;181;KINSOUNDI-1;300;69;60;2;8;-4,28261900;15,22090150
C00182;182;KINSOUNDI-2;300;75;60;2;8;-4,28261900;15,22090150
C00183;183;KINSOUNDI-3;300;66;75;2;10;-4,28261900;15,22090150
10411;10411;KM41;601;73;32;2;4;-4,80361111;11,86691667
10412;10412;KM42;601;62;24;2;3;-4,80361111;11,86691667
10413;10413;KM43;601;69;32;2;4;-4,80361111;11,86691667
10414;10414;KM44;601;601;32;2;4;-4,80361111;11,86691667
10415;10415;KM45;601;608;24;2;3;-4,80361111;11,86691667
10416;10416;KM46;601;605;24;2;3;-4,80361111;11,86691667
40031;40031;KOMONO;108;76;16;1;2;-3.290178;13.233467
40032;40032;KOMONO;108;70;16;1;2;-3.290178;13.233467
40033;40033;KOMONO;108;72;24;1;3;-3.290178;13.233467
45201;45201;KONDA;117;71;16;1;2;-1.518028;16.630278
45202;45202;KONDA;117;65;16;1;2;-1.518028;16.630278
45203;45203;KONDA;117;62;16;1;2;-1.518028;16.630278
10791;10791;KOWEIT1;601;63;24;1;3;-4,77158300;11,90441700
10792;10792;KOWEIT2;601;65;16;1;2;-4,77158300;11,90441700
10793;10793;KOWEIT3;601;72;32;1;4;-4,77158300;11,90441700
20261;20261;KUNDJI;501;64;16;1;2;-4,84147200;12,11972200
20262;20262;KUNDJI;501;62;16;1;2;-4,84147200;12,11972200
20263;20263;KUNDJI;501;71;16;1;2;-4,84147200;12,11972200
C35521;35521;LAAC-1;400;64;28;1;4;-4,32545090;15,15583320
C35522;35522;LAAC-2;400;69;28;1;4;-4,32545090;15,15583320
C35523;35523;LAAC-3;400;77;28;1;4;-4,32545090;15,15583320
10141;10141;LABASE1;601;71;32;2;4;-4,80025000;11,87333333
10142;10142;LABASE2;601;67;24;2;3;-4,80025000;11,87333333
10143;10143;LABASE3;601;63;32;2;4;-4,80025000;11,87333333
10144;10144;LABASE4;601;612;24;1;3;-4,80025000;11,87333333
10145;10145;LABASE5;601;609;24;2;3;-4,80025000;11,87333333
10146;10146;LABASE6;601;604;24;2;3;-4,80025000;11,87333333
C35071;35071;Lefini-1;213;66;29;1;4;-2,91713900;15,63372000
C35072;35072;Lefini-2;213;77;14;1;2;-2,91713900;15,63372000
40151;40151;LEFOUTOU;108;70;16;1;2;-3.756444;13.346917
40152;40152;LEFOUTOU;108;76;8;1;1;-3.756444;13.346917
40153;40153;LEFOUTOU;108;67;8;1;1;-3.756444;13.346917
45041;45041;LEKANA ;214;70;16;1;2;-2.326;14.579528
45042;45042;LEKANA ;214;72;16;1;2;-2.326;14.579528
45043;45043;LEKANA ;214;68;16;1;2;-2.326;14.579528
50061;50061;LEKETY;117;68;16;1;2;-1.585389;14.952189
50062;50062;LEKETY;117;70;16;1;2;-1.585389;14.952189
20081;20081;LESARA;109;78;16;1;2;-4.361527;12.312089
20082;20082;LESARA;109;69;16;1;2;-4.361527;12.312089
20083;20083;LESARA;109;72;16;3;2;-4.361527;12.312089
20321;20321;LIAMBOU;191;65;16;1;2;-4,64945800;11,97905000
20322;20322;LIAMBOU;191;79;16;1;2;-4,64945800;11,97905000
20323;20323;LIAMBOU;191;75;16;1;2;-4,64945800;11,97905000
35281;35281;LIFOULA;214;63;16;1;2;-4,08603900;15,37159700
35282;35282;LIFOULA;214;71;16;1;2;-4,08603900;15,37159700
35283;35283;LIFOULA;214;69;16;1;2;-4,08603900;15,37159700
60061;60061;LIRANGA;117;69;16;1;2;-0,65987200;17,61055300
60062;60062;LIRANGA;117;65;24;1;3;-0,65987200;17,61055300
60063;60063;LIRANGA;117;74;24;1;3;-0,65987200;17,61055300
10511;10517;LOANDJLICOMUNEA;601;68;32;1;4;-4,76472200;11,87352800
10512;10518;LOANDJLICOMUNEB;601;66;24;1;3;-4,76472200;11,87352800
10513;10519;LOANDJLICOMUNEC;601;71;24;1;3;-4,76472200;11,87352800
10461;10461;LOANDJLIFAUBRG1;601;67;24;1;3;-4,75136111;11,86344444
10462;10462;LOANDJLIFAUBRG2;601;70;16;1;2;-4,75136111;11,86344444
10463;10463;LOANDJLIFAUBRG3;601;76;24;1;3;-4,75136111;11,86344444
10464;10464;LOANDJLIFAUBRG4;601;612;32;1;4;-4,75136111;11,86344444
10465;10465;LOANDJLIFAUBRG5;601;607;24;1;3;-4,75136111;11,86344444
10466;10466;LOANDJLIFAUBRG6;601;602;32;1;4;-4,75136111;11,86344444
10051;10051;LOANDJLIHOPITL1;601;66;24;1;3;-4,76013889;11,86608333
10052;10052;LOANDJLIHOPITL2;601;76;16;1;2;-4,76013889;11,86608333
10053;10053;LOANDJLIHOPITL3;601;72;24;1;3;-4,76013889;11,86608333
10054;10054;LOANDJLIHOPITL4;601;597;32;1;4;-4,76013889;11,86608333
10055;10055;LOANDJLIHOPITL5;601;603;40;1;5;-4,76013889;11,86608333
10056;10056;LOANDJLIHOPITL6;601;590;24;1;3;-4,76013889;11,86608333
60191;60191;LOLA;118;70;16;2;2;3,16170900;16,46427100
60192;60192;LOLA;118;72;16;2;2;3,16170900;16,46427100
60193;60193;LOLA;118;65;16;2;2;3,16170900;16,46427100
25221;25221;LONDELAKAYES;109;76;8;1;1;-4.837667;13.397167
25222;25222;LONDELAKAYES;109;62;8;1;1;-4.837667;13.397167
25223;25223;LONDELAKAYES;109;68;16;1;2;-4.837667;13.397167
60141;60141;LOPOLA;118;64;16;2;2;3,42543000;16,59346000
60142;60142;LOPOLA;118;68;16;2;2;3,42543000;16,59346000
60143;60143;LOPOLA;118;62;16;2;2;3,42543000;16,59346000
25391;25391;LOUBETSI;612;69;12;1;2;-3,11136000;12,21186000
25392;25392;LOUBETSI;612;73;12;1;2;-3,11136000;12,21186000
25393;25393;LOUBETSI;612;75;12;1;2;-3,11136000;12,21186000
30171;30171;LOUBOTO;107;75;16;1;2;-3,89375000;13,77294400
30172;30172;LOUBOTO;107;62;16;1;2;-3,89375000;13,77294400
30173;30173;LOUBOTO;107;70;16;1;2;-3,89375000;13,77294400
10641;10641;LOUBOU;601;69;24;2;3;-4,66755600;11,83472200
10642;10642;LOUBOU;601;74;24;2;3;-4,66755600;11,83472200
10643;10643;LOUBOU;601;72;24;2;3;-4,66755600;11,83472200
30041;30041;LOUDIMA ;108;78;32;2;4;-4,10888900;13,06511100
30042;30042;LOUDIMA ;108;80;32;2;4;-4,10888900;13,06511100
30043;30043;LOUDIMA ;108;74;32;2;4;-4,10888900;13,06511100
35451;35451;LOUINGUI ;413;66;16;1;2;-4,56391700;14,69041700
35452;35452;LOUINGUI ;413;74;16;1;2;-4,56391700;14,69041700
35453;35453;LOUINGUI ;413;77;16;1;2;-4,56391700;14,69041700
50081;50081;LOUKOLELA;117;66;24;1;3;-1,04025000;17,10684000
50082;50082;LOUKOLELA;117;74;32;1;4;-1,04025000;17,10684000
50083;50083;LOUKOLELA;117;80;32;1;4;-1,04025000;17,10684000
35261;35261;LOULOMBO;107;73;8;1;1;-4,28936100;14,12711100
35262;35262;LOULOMBO;107;70;16;1;2;-4,28936100;14,12711100
35263;35263;LOULOMBO;107;68;16;1;2;-4,28936100;14,12711100
35221;35221;LOUMO;413;68;16;1;2;-4,65466900;14,47600000
35222;35222;LOUMO;413;70;16;1;2;-4,65466900;14,47600000
35223;35223;LOUMO;413;72;8;1;1;-4,65466900;14,47600000
60131;60131;LOUNDOUNGOU;118;76;16;2;2;2,26595600;17,20205800
60132;60132;LOUNDOUNGOU;118;74;16;2;2;2,26595600;17,20205800
60133;60133;LOUNDOUNGOU;118;63;16;2;2;2,26595600;17,20205800
10281;10281;LOUSSALA1;601;72;32;2;4;-4,78686111;11,92152778
10282;10282;LOUSSALA2;601;70;24;1;3;-4,78686111;11,92152778
10283;10283;LOUSSALA3;601;66;32;2;4;-4,78686111;11,92152778
30051;30051;LOUTETE;107;63;16;1;2;-4,29533300;13,86297200
30052;30052;LOUTETE;107;66;16;1;2;-4,29533300;13,86297200
30053;30053;LOUTETE;107;68;32;1;4;-4,29533300;13,86297200
30059;30059;LOUTETE;107;75;32;1;4;-4,29533300;13,86297200
25121;25121;LOUVAKOU ;612;70;8;1;1;-3,95772200;12,60358300
25122;25122;LOUVAKOU ;612;67;16;1;2;-3,95772200;12,60358300
25123;25123;LOUVAKOU ;612;62;8;1;1;-3,95772200;12,60358300
20191;20191;LOUVOULOU;109;70;8;1;1;-4,36880600;12,14100000
20192;20192;LOUVOULOU;109;76;8;1;1;-4,36880600;12,14100000
20193;20193;LOUVOULOU;109;83;8;1;1;-4,36880600;12,14100000
40101;40101;LOYO;108;77;8;1;1;-3,50636100;13,37863300
40102;40102;LOYO;108;65;8;1;1;-3,50636100;13,37863300
40103;40103;LOYO;108;80;8;1;1;-3,50636100;13,37863300
C00964;964;LYCEE REVOLUTION-4;200;590;;2;4;-4,24469400;15,29422000
C00965;965;LYCEE REVOLUTION-5;200;594;;2;4;-4,24469400;15,29422000
C00966;966;LYCEE REVOLUTION-6;200;601;;2;4;-4,24469400;15,29422000
30121;30121;MABOMBO;108;66;16;1;2;-3,98879700;13,47879200
30122;30122;MABOMBO;108;68;16;1;2;-3,98879700;13,47879200
30123;30123;MABOMBO;108;64;16;1;2;-3,98879700;13,47879200
20251;20251;MABOULOU;601;62;16;1;2;-3,85175000;11,89100000
20252;20252;MABOULOU;601;73;16;1;2;-3,85175000;11,89100000
20253;20253;MABOULOU;601;66;16;1;2;-3,85175000;11,89100000
20011;20011;MADINGO-KAYES ;601;78;16;1;2;-4,43294400;11,70197200
20012;20012;MADINGO-KAYES ;601;69;24;1;3;-4,43294400;11,70197200
20013;20013;MADINGO-KAYES ;601;62;32;1;4;-4,43294400;11,70197200
20014;20014;MADINGO-KAYES ;601;75;16;1;2;-4,43294400;11,70197200
30031;30031;MADINGOU;107;70;32;2;4;-4,16328000;13,55761000
30032;30032;MADINGOU;107;72;32;2;4;-4,16328000;13,55761000
30033;30033;MADINGOU;107;62;32;2;4;-4,16328000;13,55761000
30181;30181;MADINGOU GARE;107;65;24;2;3;-4,11500000;13,32451000
30182;30182;MADINGOU GARE;107;74;24;2;3;-4,11500000;13,32451000
30183;30183;MADINGOU GARE;107;76;24;2;3;-4,11500000;13,32451000
30184;30184;MADINGOU GARE;107;67;24;2;3;-4,11500000;13,32451000
35342;35342;MADZIA;413;64;16;2;2;-4,18502800;14,79750000
35343;35343;MADZIA;413;66;16;2;2;-4,18502800;14,79750000
20121;20121;MAGNE;601;77;16;1;2;-4,15281400;11,92661700
20122;20122;MAGNE;601;79;16;1;2;-4,15281400;11,92661700
20123;20123;MAGNE;601;66;16;1;2;-4,15281400;11,92661700
C00611;611;MAIN BLEUE-1;250;70;60;2;8;-4,29901460;15,25971410
C00613;613;MAIN BLEUE-3;250;68;60;2;8;-4,29901460;15,25971410
C00615;615;MAIN BLEUE-5;250;605;29;2;4;-4,29901460;15,25971410
C00641;641;MAIRIE BRZ-1;200;72;61;2;8;-4,27982760;15,27748780
C00642;642;MAIRIE BRZ-2;200;74;60;2;8;-4,27982760;15,27748780
C00643;643;MAIRIE BRZ-3;200;65;45;2;6;-4,27982760;15,27748780
C01441;1441;MAISONDARRET-1;250;63;60;2;8;-4,28009560;15,26994510
C01442;1442;MAISONDARRET-2;250;71;45;2;6;-4,28009560;15,26994510
C01443;1443;MAISONDARRET-3;250;66;45;2;6;-4,28009560;15,26994510
25021;25021;MAKABANA ;612;72;16;2;2;-3,48566700;12,61966700
25022;25022;MAKABANA ;612;80;16;2;2;-3,48566700;12,61966700
25023;25023;MAKABANA ;612;78;16;2;2;-3,48566700;12,61966700
C00971;971;MAKABANDILOU-1;100;68;61;2;8;-4,14222200;15,29194000
C00972;972;MAKABANDILOU-2;100;72;45;2;6;-4,14222200;15,29194000
C00973;973;MAKABANDILOU-3;100;64;29;2;4;-4,14222200;15,29194000
20301;20301;MAKOLA;109;64;16;1;2;-4,58008600;12,05165000
20302;20302;MAKOLA;109;66;16;1;2;-4,58008600;12,05165000
20303;20303;MAKOLA;109;69;16;1;2;-4,58008600;12,05165000
45111;45111;MAKOTIPOKO;117;63;32;1;4;-1,99633300;16,30863900
45112;45112;MAKOTIPOKO;117;72;16;1;2;-1,99633300;16,30863900
45113;45113;MAKOTIPOKO;117;68;16;1;2;-1,99633300;16,30863900
50030;50030;MAKOUA ;118;74;32;1;4;0,00508300;15,62313900
50031;50031;MAKOUA ;118;63;32;1;4;-0,00508300;15,62313900
50032;50032;MAKOUA ;118;69;32;1;4;-0,00508300;15,62313900
50033;50033;MAKOUA ;118;67;24;1;3;-0,00508300;15,62313900
25321;25321;MALOLO;612;63;16;1;2;-3,81880800;12,54416700
25322;25322;MALOLO;612;68;16;1;2;-3,81880800;12,54416700
25323;25323;MALOLO;612;63;16;1;2;-3,81880800;12,54416700
35421;35421;MALOUKOU TRECHOT;214;71;16;2;2;-4,01523900;15,58298100
35422;35422;MALOUKOU TRECHOT;214;64;16;2;2;-4,01523900;15,58298100
35423;35423;MALOUKOU TRECHOT;214;68;16;2;2;-4,01523900;15,58298100
C00081;81;MAMPASSI-1;200;77;91;2;12;-4,24587110;15,28268810
C00082;82;MAMPASSI-2;200;70;92;2;12;-4,24587110;15,28268810
C00083;83;MAMPASSI-3;200;68;60;2;8;-4,24587110;15,28268810
C00471;471;MANDELA-1;200;63;45;2;6;-4,27131410;15,28134250
C00472;472;MANDELA-2;200;66;45;2;6;-4,27131410;15,28134250
C00473;473;MANDELA-3;200;76;61;2;8;-4,27131410;15,28134250
25431;25431;MANGAKALA;191;;16;1;2;-4,36037200;12,82071400
25432;25432;MANGAKALA;191;;16;1;2;-4,36037200;12,82071400
25433;25433;MANGAKALA;191;;16;1;2;-4,36037200;12,82071400
25301;25301;MANGANDZI;109;72;56;1;7;-4,21352800;12,68680600
25302;25302;MANGANDZI;109;66;48;1;6;-4,21352800;12,68680600
25303;25303;MANGANDZI;109;75;56;1;7;-4,21352800;12,68680600
25304;25304;MANGANDZI;109;0;#N/A;1;#N/A;-4,21352800;12,68680600
25305;25305;MANGANDZI;109;0;#N/A;1;#N/A;-4,21352800;12,68680600
25306;25306;MANGANDZI;109;0;#N/A;1;#N/A;-4,21352800;12,68680600
C00151;151;MANSIMOU-1;300;72;77;2;10;-4,30424210;15,22139170
C00152;152;MANSIMOU-2;300;76;60;2;8;-4,30424210;15,22139170
C00153;153;MANSIMOU-3;300;74;45;2;6;-4,30424210;15,22139170
C00851;851;MARCHAND-1;250;72;45;2;6;-4,27994730;15,25171850
C00852;852;MARCHAND-2;250;76;60;2;8;-4,27994730;15,25171850
C00853;853;MARCHAND-3;250;64;45;2;6;-4,27994730;15,25171850
C01181;1181;MARCHE DE L'OMBRE_1;200;65;57;1;8;-4.2356310;15,23935990
C01182;1182;MARCHE DE L'OMBRE_2;200;69;42;1;6;-4.2356310;15,23935990
C01183;1183;MARCHE DE L'OMBRE_3;200;72;60;1;8;-4.2356310;15,23935990
C35671;35671;MARCHE MBOUONO-1;400;70;28;1;4;-4,36682000;15,14440000
C35672;35672;MARCHE MBOUONO-2;400;72;12;1;2;-4,36682000;15,14440000
C35673;35673;MARCHE MBOUONO-3;400;75;13;1;2;-4,36682000;15,14440000
10681;10681;MARCHEMAKAYABO1;601;79;32;1;4;-4,75852778;11,88430556
10682;10682;MARCHEMAKAYABO2;601;74;24;1;3;-4,75852778;11,88430556
10683;10683;MARCHEMAKAYABO3;601;67;32;1;4;-4,75852778;11,88430556
10684;10684;MARCHEMAKAYABO4;601;596;32;1;4;-4,75852778;11,88430556
10685;10685;MARCHEMAKAYABO5;601;606;32;1;4;-4,75852778;11,88430556
10686;10686;MARCHEMAKAYABO6;601;611;32;1;4;-4,75852778;11,88430556
C00741;741;MARTYRS-1;200;68;60;2;8;-4,25501590;15,27793410
C00742;742;MARTYRS-2;200;77;60;2;8;-4,25501590;15,27793410
C00743;743;MARTYRS-3;200;63;60;2;8;-4,25501590;15,27793410
C00931;931;MASSAMBA-1;250;63;61;2;8;-4,26786760;15,23904900
C00932;932;MASSAMBA-2;250;76;61;2;8;-4,26786760;15,23904900
C00933;933;MASSAMBA-3;250;71;59;2;8;-4,26786760;15,23904900
C00941;941;MASSEDO-1;250;68;60;2;8;-4,28887130;15,25431440
C00942;942;MASSEDO-2;250;71;59;2;8;-4,28887130;15,25431440
C00943;943;MASSEDO-3;250;75;60;2;8;-4,28887130;15,25431440
35321;35321;MASSEMBO LOUBAKI;413;62;16;1;2;-4,25966700;14,58522200
35322;35322;MASSEMBO LOUBAKI;413;69;16;1;2;-4,25966700;14,58522200
35323;35323;MASSEMBO LOUBAKI;413;73;16;2;2;-4,25966700;14,58522200
C00351;351;MASSENGO-1;100;74;29;2;4;-4,17950770;15,27368740
C00352;352;MASSENGO-2;100;63;28;2;4;-4,17950770;15,27368740
C01191;1191;MASSENGO2_1;100;69;29;1;4;-4.1854630;15,26646420
C01192;1192;MASSENGO2_2;100;65;28;1;4;-4.1854630;15,26646420
C01193;1193;MASSENGO2_3;100;71;13;1;2;-4.1854630;15,26646420
C00353;353;MASSENGO-3;100;67;29;2;4;-4,17950770;15,27368740
C01201;1201;MASSINA-1;250;77;74;2;10;-4,27238510;15,22964570
C01202;1202;MASSINA-2;250;74;59;2;8;-4,27238510;15,22964570
C01203;1203;MASSINA-3;250;69;72;2;10;-4,27238510;15,22964570
C00911;911;MASSISSIA-1;300;77;29;3;4;-4,30913070;15,20388790
C00912;912;MASSISSIA-2;300;75;29;2;4;-4,30913070;15,20388790
C00913;913;MASSISSIA-3;300;65;29;2;4;-4,30913070;15,20388790
25281;25281;MATEMBO;109;62;16;1;2;-4,58324700;13,10059200
25282;25282;MATEMBO;109;70;16;1;2;-4,58324700;13,10059200
25283;25283;MATEMBO;109;64;16;1;2;-4,58324700;13,10059200
C00821;821;MATONDO MARKET-1;100;65;56;2;8;-4,20611620;15,28289220
C00822;822;MATONDO MARKET-2;100;71;60;2;8;-4,20611620;15,28289220
C00826;826;MATONDO MARKET-6;100;598;28;2;4;-4,20611620;15,28289220
35331;35331;MATOUMBOU;413;76;16;1;2;-4,26061100;14,71061100
35332;35332;MATOUMBOU;413;65;16;2;2;-4,26061100;14,71061100
35333;35333;MATOUMBOU;413;80;24;2;3;-4,26061100;14,71061100
35441;35441;MATY CENTRE;214;78;16;1;2;-3,68033300;15,83747200
35442;35442;MATY CENTRE;214;80;16;1;2;-3,68033300;15,83747200
35443;35443;MATY CENTRE;214;62;16;1;2;-3,68033300;15,83747200
C00371;371;MAYA MAYA-1;200;64;91;2;12;-4,26322130;15,27288530
C00372;372;MAYA MAYA-2;200;66;60;2;8;-4,26322130;15,27288530
C00373;373;MAYA MAYA-3;200;73;76;2;10;-4,26322130;15,27288530
35461;35461;MAYAMA;413;64;8;1;1;-3,83063600;14,87859700
35462;35462;MAYAMA;413;66;16;1;2;-3,83063600;14,87859700
35463;35463;MAYAMA;413;70;8;1;1;-3,83063600;14,87859700
C01211;1211;MAYANGA QUARTIER LATIN-1;300;68;60;1;8;-4,29207710;15,19919490
C01212;1212;MAYANGA QUARTIER LATIN-2;300;66;45;1;6;-4,29207710;15,19919490
C01213;1213;MAYANGA QUARTIER LATIN-3;300;72;43;1;6;-4,29207710;15,19919490
C00541;541;MAYANGA-1;250;69;28;2;4;-4,27796320;15,19205000
C00542;542;MAYANGA-2;250;67;28;2;4;-4,27796320;15,19205000
C00543;543;MAYANGA-3;250;73;28;2;4;-4,27796320;15,19205000
40041;40041;MAYEYE;108;68;8;1;1;-3,67808300;13,64886100
40042;40042;MAYEYE;108;72;16;1;2;-3,67808300;13,64886100
40043;40043;MAYEYE;108;78;8;1;1;-3,67808300;13,64886100
35401;35401;MAYITOUKOU;413;71;16;1;2;-4,33614200;15,09662800
35402;35402;MAYITOUKOU;413;66;16;1;2;-4,33614200;15,09662800
35403;35403;MAYITOUKOU;413;75;16;1;2;-4,33614200;15,09662800
25161;25161;MAYOKO;612;71;8;1;1;-2,23480600;12,80863900
25162;25162;MAYOKO ;612;73;8;1;1;-2,23480600;12,80863900
25163;25163;MAYOKO ;612;75;8;1;1;-2,23480600;12,80863900
C00691;691;MAZALA-1;100;73;60;2;8;-4,22397570;15,26000120
C00692;692;MAZALA-2;100;67;61;2;8;-4,22397570;15,26000120
C00693;693;MAZALA-3;100;64;60;2;8;-4,22397570;15,26000120
55051;55051;MBAMA;615;62;16;1;2;-0,51422500;14,95379700
55052;55052;MBAMA;615;78;16;1;2;-0,51422500;14,95379700
55053;55053;MBAMA;615;70;16;1;2;-0,51422500;14,95379700
35131;35131;MBANZA NDOUNGA;413;67;16;1;2;-4,51413900;15,01118900
35132;35132;MBANZA NDOUNGA;413;72;16;1;2;-4,51413900;15,01118900
35133;35133;MBANZA NDOUNGA;413;80;16;1;2;-4,51413900;15,01118900
40221;40221;MBAYA;612;63;12;1;2;-3,12158300;13,15094400
40222;40222;MBAYA;612;65;12;1;2;-3,12158300;13,15094400
40223;40223;MBAYA;612;73;12;1;2;-3,12158300;13,15094400
35181;35181;MBE;214;63;16;1;2;-3,30469400;15,89486100
35182;35182;MBE;214;71;16;1;2;-3,30469400;15,89486100
35183;35183;MBE;214;65;16;1;2;-3,30469400;15,89486100
30281;30281;MBEMBE;191;74;16;1;2;-4,18961100;13,67691700
